0.0377929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111741,0.000818846,0,0,0.0718695,0.0606576,0.000566893,0,0,0,6.29882E-005,0,0,0,0,0,0,0,0,0,0.02677,0.178508,0.00144873,0,0,0.021416,0.0310532,0.00327538,0,0,0,0,0,0,0,0,0,0.000818846,0.00226757,0,0,0.000125976,0.037037,0,0,0,0.100655,0.313114,9
0.236923,0.00207101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633728,0.000236686,0,0,0.0453846,0.0509467,0.000473373,0,0,0,5.91716E-005,0,0,0,0,0,0,0,0,0,0,0.0204734,5.91716E-005,0,0.000414201,0.015858,0.0811243,0.00035503,0,0,0.00118343,0,0,0,0,0,0,0.000650888,0.00171598,0,0.000473373,0.00426036,0.108225,0.000414201,0,0.000118343,0.0989941,0.266213,9
0.0129386,0.00116167,0,0,0.00877263,0.0303237,0,0,0,0,0,0,0,0,0,0,0.147012,0.000120173,0,0,0.0461064,0.0326871,4.00577E-005,0,0,0.000120173,0,0,0,0,0,0,0.000120173,0,0,0,0.0383352,0.0814773,4.00577E-005,0,0.000640923,0.0459061,0.0265582,0.000120173,0,0,0,0,0,0,0,0,0,0.000240346,0,0,0,0.0434225,0.0553998,0.000120173,0,0,0.0252363,0.4031,1
0.0385665,0.156439,1.79546E-005,0,0.00578138,0.039572,0,0,0,0,0,0,0,0,0,0,0.0840635,0.00610457,0.000412956,0,0.0499497,0.0391231,0.00183137,0,0,0.0208633,0.0162489,0,0,0,0,0,5.38638E-005,0,0,0,0.0392129,0.0800057,0.000412956,0,0.00100546,0.0582807,0.021761,0.00606866,0,0,1.79546E-005,0.000951594,0,0,0,0,0,0.000143637,0,0,0,0.0765944,0.0303612,0.000107728,0,0.00276501,0.0157103,0.207573,1
0.0647259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794707,0.000226843,0,0,0.101626,0.0586767,0,0,0,0,0,0,0,0,0,0,0,7.56144E-005,0,0,0.0201134,0.127788,0.000226843,0,0,0.0133837,0.0318336,0,0,0,0,0,0,0,0,0,0,0.000907372,0.00226843,0,0,0,0.0449905,0,0,0,0.0883932,0.365293,9
0.108601,0.660975,0.0262391,0,0,0.00031237,0,0,0,0,0,0,0,0,0,0,0.0274885,0.0741358,0.0165556,0,0,0.0157226,0.00801749,0,0,0,0.000520616,0,0,0,0,0,0,0.000208247,0.000104123,0,0,0.00239484,0.00374844,0,0,0,0.0150979,0.00874636,0,0,0,0.000832986,0,0,0,0,0,0.000104123,0.00520616,0,0,0,0,0.000416493,0,0,0.000208247,0.0243648,9
0.146616,0.066087,0,0,0,0.00166352,0,0,0,0,0,0,0,0,0,0,0.0424197,0.00483932,0,0,0.0185255,0.0523251,0,0,0,0,0,0,0,0,0,0,7.56144E-005,0.000151229,0,0,0.0890737,0.0459735,0,0,0.00166352,0.0219282,0.0343289,0,0,0,0,0,0,0,0,0,0,0.00446125,7.56144E-005,0,0.000226843,0.00181474,0.0986011,0,0,0.0105104,0.22034,0.138299,9
0.167982,0.0384615,0,0,0,4.10914E-005,0,0,0,0,0,0,0,0,0,0,0.0308596,0.00226003,0,0,0.029216,0.0405161,4.10914E-005,0,0,0,0,0,0,0,0,0,0.000616371,0.00102728,0,0,0.0817719,0.0470496,0,0,0.00373932,0.0354619,0.0632396,0,0,8.21828E-005,4.10914E-005,0,0,0,0,0,0,0.00604043,0.000575279,0,0.000616371,0.00176693,0.124589,0,0.000164366,0.0146696,0.231386,0.077786,9
0.0731746,0.000318844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820757,0.000345414,0,0,0.117122,0.0338506,0.000717398,0,0,0,0.000159422,0,0,0,0,0,0,0.00114252,7.97109E-005,0,0.0800563,0.0859018,0.00191306,0,0.000451695,0.0204857,0.0414497,0.00475608,0,0,0,0,0,0,0,0,0,0.00207248,0.00199277,0,0,0.00164736,0.0540971,0,0,0.00191306,0.112685,0.281592,9
0.0325862,0.159241,0.000215311,0,0.00130671,0.00270252,0.000623659,0,0,0,0,0,0,0,0,0,0.0709412,0.00365286,0.000482593,0,0.0250429,0.021145,0.00248721,0,0,0,0.000311829,0,0,0,0,0,8.90941E-005,7.42451E-006,0,0,0.0353258,0.0666795,0.000601385,0,7.42451E-006,0.0856046,0.0428246,0.011753,0,0,0,0.0292674,0,0,0,0,0,8.90941E-005,0.000237584,0,0,0.0446287,0.062158,0.000163339,0,0,0.0129706,0.286853,1
